Away Team,Visitor Pts,Home Team,Home Pts,Home Win,Away Pts For,Away Pts Allowed,Away Cover,Away Pace,Away TS,Away eFG,Away 3PAR,Away ft Rate,away orb,away drb,away trb,away AST,away STL,away BLK,Away TOV,away off rtg,away def rtg,Away Travel,Away Inactive,Away ELO,Home Pts For,Home pts allowed,Home Covers,Home Pace,Home TS,Home EFG,Home 3PAR,home ft rate,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home offRtg,Home def RTG,Home Travel,Home Inactive,Home ELO
Oklahoma City Thunder,101,New Orleans Pelicans,105,1,103.667,110.333,0.667,97.533,0.57,0.532,0.308,0.254,22.233,79.933,51.767,58.167,8.3,10.633,15.5,106.4,112.967,316.702,5,1433.707366,122,109,0.667,101.833,0.571,0.529,0.32,0.279,31.567,71.3,52.667,52.967,9.1,14.867,10.633,119.833,107.333,358.559,5,1502.910292
Houston Rockets,113,Denver Nuggets,129,1,117,129.333,0.333,101.6,0.616,0.585,0.449,0.225,20.8,80.033,50.067,67.9,5.8,5.133,15.8,114.4,128.1,880.339,4,1407.924908,114.667,123.667,0.333,99.067,0.605,0.564,0.416,0.359,20.6,73.333,46.233,52.667,4.7,7.7,13.367,115.633,125.033,830.829,5,1523.475034
Chicago Bulls,114,Utah Jazz,107,0,99.667,105,0,94.767,0.563,0.528,0.466,0.225,18.6,78.433,48.133,66.033,6.7,9.567,15.867,105.167,110.767,862.276,4,1460.287087,112.667,117,0.667,102.567,0.562,0.526,0.417,0.268,27.667,69.333,49.967,70.133,6.8,8.833,15.2,109.767,113.8,506.06,5,1466.437324
Phoenix Suns,122,Sacramento Kings,117,0,112,109.333,1,101.6,0.548,0.5,0.367,0.282,18.667,80.967,48.733,57.1,9.2,11.1,9.5,110.133,107.5,634.703,3,1530.273331,117,104,0.667,101.567,0.606,0.562,0.341,0.339,22.833,84.4,54.433,62.233,9.2,12.267,14.1,115.133,102.4,2625.061,2,1482.567614
Indiana Pacers,116,Los Angeles Lakers,115,0,118.667,118,0.333,96.833,0.602,0.572,0.443,0.286,28.967,88.4,56.367,62.767,7.233,11.5,10.867,122.667,121.867,0,3,1500.703296,108,105.333,0,92.167,0.615,0.568,0.454,0.326,24.733,66.267,47.867,59.567,9.7,5.2,16.2,117.033,114.1,1205.963,2,1437.716918
New York Knicks,140,Detroit Pistons,110,0,111.333,110.667,0.667,101.733,0.574,0.536,0.415,0.264,23.867,80.567,52.233,63.133,8.867,8.6,14.933,109.4,108.967,481.083,1,1464.317653,109.333,109.667,0.667,98.567,0.551,0.495,0.4,0.331,27.9,72.233,50.2,54.3,6.833,9.867,13.767,110.6,111.367,0,5,1381.992691
Golden State Warriors,113,Dallas Mavericks,116,1,114.667,119.333,0.667,101.5,0.566,0.522,0.305,0.355,26.2,81,52.767,53.433,7.567,7.267,12.233,113.7,117.367,863.165,5,1477.103193,121.333,112.333,0.667,106.467,0.61,0.568,0.412,0.244,18.8,79.2,51.467,67.633,8.533,7.5,14.6,113.767,105.733,857.281,3,1467.682156
Los Angeles Clippers,118,Portland Trail Blazers,112,0,106.333,121.333,0,103.067,0.548,0.507,0.328,0.287,20.833,77.667,49.567,52.2,7.133,7.167,15.3,103.2,117.767,827.135,5,1497.576711,117.333,109.667,1,95.733,0.588,0.553,0.364,0.205,26.933,82.767,52.767,55.233,11,5.867,12.167,118.167,110.567,2440.969,4,1470.427514
Philadelphia 76ers,85,Cleveland Cavaliers,113,1,122.667,112,1,100.767,0.609,0.566,0.376,0.285,24.967,75.4,51.367,57.267,8.967,10.267,11.367,121.667,111.2,358.607,4,1488.231773,106.333,113.667,0.333,95,0.567,0.538,0.415,0.308,23.9,75.567,49.433,51.733,8.433,4.733,13.367,111.867,119.667,189.232,5,1510.923407
Atlanta Hawks,125,Orlando Magic,108,0,110.333,115,0.333,92.1,0.576,0.54,0.278,0.23,27.333,73.7,51.333,50.967,6.867,9.233,9.8,119.7,124.9,860.989,4,1480.208582,119,122.333,0.333,94.633,0.58,0.538,0.402,0.274,27,77.667,52.567,63.533,6.667,3.5,10.633,117.367,120.433,938.01,5,1373.968257
Miami Heat,121,Boston Celtics,134,1,119.667,122.667,0.667,99.733,0.585,0.55,0.39,0.3,25.633,67.867,47.367,61.933,5.3,14.9,10.1,120.1,122.933,936.152,4,1460.347373,115.667,112.667,0.333,101.467,0.571,0.536,0.346,0.328,24.967,81.667,52.933,55.7,8.8,11.767,10.8,114.233,111.167,0,3,1578.290463
Washington Wizards,107,Brooklyn Nets,113,1,122,117.333,0.667,100.5,0.634,0.602,0.355,0.298,24.667,75.8,51.567,67.5,4.633,8.2,14,121.333,116.7,203.325,6,1464.843723,115.667,104.667,0.667,96.067,0.66,0.64,0.402,0.195,16.267,76.733,50.867,59.133,6.3,9.567,13.233,120.433,108.933,0,5,1488.033054
Milwaukee Bucks,109,New York Knicks,103,0,120.667,123.333,0.667,96.667,0.59,0.549,0.32,0.269,18.767,75.4,47.933,48.867,7.633,6.5,6.7,120.633,123.033,732.505,5,1537.931587,126.333,113,0.667,99.933,0.601,0.575,0.369,0.243,29.733,75.067,52.567,54.6,5.233,11.067,11.467,122.167,109,481.083,3,1453.33613
Memphis Grizzlies,101,Minnesota Timberwolves,109,1,109,106.667,0.667,95.267,0.557,0.542,0.565,0.162,24.3,72.6,49.067,62.833,6.667,6.267,10.4,114.4,112.033,1016.588,4,1492.395596,121.667,122.667,0.667,94.5,0.666,0.633,0.361,0.302,16.933,68.933,44.567,62.467,7.667,7.233,11.367,128.133,130.6,932.931,3,1469.347572
Toronto Raptors,108,New Orleans Pelicans,126,1,117.667,129.333,0,101.233,0.565,0.525,0.301,0.225,25.9,77.833,49.467,62.367,6.5,10.333,10.933,115.933,127.5,1114.119,4,1476.304662,114,111.333,0.667,101.1,0.538,0.496,0.322,0.284,33.433,68.9,51.3,53.2,11.167,14.6,11.667,112.8,110.433,0,4,1509.656902
San Antonio Spurs,111,Oklahoma City Thunder,119,1,107.667,102.333,1,92.9,0.582,0.548,0.414,0.359,25.6,75.5,51.533,64.4,6.833,5.667,11.8,115.867,110.133,420.561,5,1380.999891,123.333,114.333,0.667,99.633,0.598,0.56,0.307,0.269,26.2,73.733,50.733,53.933,8.733,7.633,8.867,124.033,114.633,575.811,6,1439.781312
Houston Rockets,100,Denver Nuggets,120,1,125,129.333,0.333,105.6,0.631,0.607,0.496,0.255,23.333,86.167,54.433,74.467,6.633,6.067,16.033,118.2,122.8,0,4,1401.24862,121.333,112.333,0.667,96.533,0.656,0.616,0.456,0.383,21.233,76.267,47.567,56.9,5.933,5.933,13.367,125.8,116.033,0,4,1527.960947
Chicago Bulls,113,Phoenix Suns,132,1,101.333,103.333,0.333,94.2,0.571,0.536,0.477,0.25,18.4,78,49.733,65.467,4.233,8.7,14.733,107.633,109.633,506.06,4,1452.425206,112,121,0.333,101.233,0.566,0.535,0.337,0.301,22.3,81.133,48.067,59.5,7.2,8.4,11.3,111.233,119.833,634.703,3,1535.737044
Los Angeles Clippers,112,Utah Jazz,125,1,107.333,122.667,0,104.133,0.554,0.5,0.305,0.324,17.2,80.067,47.9,51.767,7.067,7.767,14.167,103.167,117.967,633.88,4,1486.912938,112,121.667,0.667,104.633,0.571,0.536,0.455,0.247,26.533,72.8,50.5,77.933,5.133,7.467,17.367,107.3,115.7,0,4,1474.480907
Indiana Pacers,114,Sacramento Kings,137,1,124.667,118.667,0.667,98.967,0.594,0.572,0.434,0.268,34.833,82.367,56.1,61.567,9,12.9,9.7,125.9,119.833,361.421,4,1490.402633,117.667,107,0.667,99.433,0.593,0.545,0.313,0.368,22.9,79.9,51.4,61.067,9.4,10.4,11.6,118.4,107.667,0,4,1490.254027
Portland Trail Blazers,109,Los Angeles Lakers,128,1,118,113.333,0.333,98.767,0.594,0.556,0.411,0.254,20.567,79.3,48.033,59.033,6.633,9.4,9.1,119.533,114.933,827.135,4,1459.719978,105.333,102.333,0,90.967,0.594,0.555,0.486,0.318,24.4,76.8,49.4,58.933,9.867,4.267,14.433,115.667,112.367,0,2,1445.804031
Dallas Mavericks,125,Detroit Pistons,131,1,107.667,115.333,0.333,103.867,0.541,0.498,0.421,0.278,21.9,80.733,50.867,63.567,6.333,5.067,15.333,103.667,111.233,999.199,3,1455.52616,102.667,110.667,0.333,97.6,0.521,0.475,0.409,0.257,26.467,75.033,50.7,55.033,6.867,10.3,13.567,105,113.5,0,3,1391.581034
Washington Wizards,116,Charlotte Hornets,117,1,107.333,116.333,0.333,101.1,0.58,0.541,0.3,0.334,22.8,76.4,51.067,65.767,5.9,9.033,16.733,106.433,115.033,530.748,6,1453.446083,126.333,100.667,0.667,105.3,0.617,0.589,0.489,0.221,20,84.2,53,61.233,7.333,11.433,11.267,119.867,95.7,720.689,5,1415.964816
Denver Nuggets,109,Atlanta Hawks,117,1,107.667,114.333,0.333,95.8,0.568,0.539,0.498,0.242,15.933,77.3,43.933,63.8,6.567,4,10.133,112.4,119.333,1210.442,4,1516.836167,113,115.667,0.333,93.167,0.581,0.537,0.357,0.247,26.033,73.567,50.233,55.3,6.767,10.6,9,121.233,124.2,402.105,4,1488.716009
Miami Heat,120,Boston Celtics,116,0,116.667,123,0.667,99.867,0.581,0.551,0.402,0.265,24.967,70.067,46.733,57.233,5.667,13.2,12.167,116.833,123.133,0,3,1473.211711,119.333,117.667,0.333,99.767,0.602,0.571,0.336,0.328,30.767,78.1,53.367,60.1,8.3,14.467,11.567,119.967,118.067,0,3,1562.728625
Toronto Raptors,105,Brooklyn Nets,114,1,118,125.667,0,99.633,0.579,0.528,0.354,0.289,26.8,76.467,49.133,62.5,8.333,6.933,11.467,118.033,125.833,1169.139,5,1466.840049,111,102,0.667,94.367,0.621,0.584,0.368,0.238,14.9,74.533,47.567,55.933,7.4,10.467,10.533,117.833,108.1,0,4,1494.923704
Orlando Magic,96,Cleveland Cavaliers,107,1,120,127,0.333,93.767,0.624,0.598,0.419,0.254,26.733,67.6,48.6,56.233,4.8,6.967,11.1,123.9,131.467,895.482,6,1367.818184,98,114,0,94.333,0.546,0.523,0.441,0.256,18.8,74.433,46,58.1,6.367,5.867,14.567,103.867,120.833,0,4,1514.99515
Los Angeles Lakers,133,Milwaukee Bucks,129,0,105.667,114.333,0,96.8,0.588,0.565,0.486,0.276,12.867,76.033,44.5,58.967,6.867,5.333,13.533,109.167,118.067,1742.487,3,1457.987424,115.333,109,0.667,96.4,0.645,0.612,0.33,0.305,18.6,76.8,52.067,64.533,7.267,8.067,14.367,119.867,113.067,732.505,4,1522.904027
Philadelphia 76ers,109,Memphis Grizzlies,117,1,123,108.667,1,100.067,0.608,0.558,0.362,0.304,21.5,76.667,50.6,54.3,8,12.767,8.733,122.767,108.567,630.714,4,1478.555532,113.667,109.667,0.667,100.367,0.561,0.531,0.45,0.211,35.433,81.167,58.467,61.767,6.933,8.367,14.233,113.867,109.133,700.937,5,1499.484231
New Orleans Pelicans,117,San Antonio Spurs,99,0,108.333,106.667,0.333,99.733,0.532,0.484,0.358,0.363,26.467,77.067,52.3,60.067,9.1,10.5,10.467,108.9,106.867,502.738,5,1515.885527,125.667,117,1,99.567,0.646,0.608,0.456,0.25,29.033,78.833,55.033,60.467,6.433,5.9,13.6,126.133,117.7,420.561,6,1371.822841
Houston Rockets,122,Phoenix Suns,121,0,129.667,121,0.667,105.2,0.642,0.616,0.524,0.231,23.133,84.5,54.933,69.2,7.3,6.067,13.5,123.233,115.1,585.46,4,1414.535678,113.667,119,0.333,102.1,0.57,0.525,0.369,0.32,21.333,81.7,47.967,59.333,6.467,6.667,10.933,111.9,116.7,0,4,1519.855027
Indiana Pacers,119,Utah Jazz,139,1,124.667,121.667,0.667,97.267,0.593,0.572,0.445,0.255,35.933,83.367,57.467,61.833,7.333,11.667,9.667,127.867,125.133,532.051,3,1480.163914,104.333,118,0.333,103.1,0.535,0.508,0.425,0.215,23.167,79.867,48.6,69.4,5.233,7.5,15.667,101.567,113.867,0,4,1482.107098
Chicago Bulls,111,Golden State Warriors,119,1,110.333,109.333,0.667,96.133,0.578,0.539,0.461,0.273,17.067,77.967,48.967,63.533,4.867,7.067,12.667,110.667,109.2,651.421,4,1443.321834,116.333,117,0.333,97.7,0.619,0.592,0.421,0.266,19.7,71.2,46.767,57.067,7.067,8.367,12.367,119.3,120.433,1478.096,5,1483.661167
Dallas Mavericks,121,New York Knicks,100,0,111,111,0.333,101.7,0.556,0.519,0.374,0.291,21.733,79.267,50.867,62.967,5.233,7.3,13.033,109.233,109.133,481.083,4,1465.096614,116,115,0.333,98.433,0.561,0.527,0.369,0.239,30.633,73.467,52.567,56,4.967,11.467,12.667,113.7,112.567,0,3,1440.59302
Sacramento Kings,123,Los Angeles Clippers,96,0,115.333,117.333,0.333,101.467,0.537,0.485,0.35,0.307,28.067,71.3,48.967,60.4,9.233,9.067,11.433,110,111.733,361.421,3,1499.792298,112,120.333,0.333,99.333,0.561,0.521,0.33,0.271,21.133,75.467,48.367,60.567,5.2,9.2,12.733,109.1,117.733,581.04,4,1474.200493
Milwaukee Bucks,105,Charlotte Hornets,96,0,126,124.667,0.667,94.267,0.628,0.599,0.362,0.251,20.8,73.467,49.333,56.3,5.7,6.633,6.833,129.267,127.3,659.526,6,1529.66498,123.667,110.333,0.333,104.5,0.601,0.572,0.455,0.201,21.1,76.333,49.133,62.767,6.767,10,10.967,118.167,105.933,0,5,1406.164516
Oklahoma City Thunder,135,Minnesota Timberwolves,128,0,105,111.667,0.333,98.7,0.573,0.536,0.348,0.27,17.367,76.833,48.167,56.4,8.233,7.933,14.367,106.433,112.967,694.252,3,1450.241527,118.667,123.667,0.667,93,0.645,0.607,0.386,0.28,17.633,76.6,45.367,60.033,7.1,3.533,9.9,127.167,133.533,0,2,1455.782125
Orlando Magic,108,Toronto Raptors,121,1,117,121.333,0.333,92.367,0.594,0.564,0.405,0.258,29.567,72.067,51.833,51.933,4.5,8.3,10.333,122.633,127.5,189.232,6,1360.721214,123.333,121.333,0.333,99.433,0.605,0.573,0.334,0.18,28.2,76.833,52.333,51.5,5.967,9.033,10.5,124.067,122.2,344.052,5,1471.665696
Houston Rockets,101,Golden State Warriors,120,1,121,123.667,0.667,103.9,0.602,0.568,0.539,0.242,18.867,78.633,49.467,72.533,7.433,6.5,14.433,113.067,115.333,651.421,5,1406.650684,107.333,119.667,0,98.833,0.541,0.505,0.405,0.242,22.433,72.5,46.467,57.6,6,5.567,11.467,109.1,121.7,0,5,1489.144579
Portland Trail Blazers,116,Utah Jazz,111,0,117,113,0.333,95.867,0.625,0.581,0.421,0.327,18.7,79.567,47.833,63,7,9.567,9.967,122.133,117.867,581.04,4,1469.979057,105,123.667,0.333,105.233,0.553,0.537,0.404,0.191,20.233,82.333,46.967,68.433,7.667,6.767,17.233,100,117.267,0,4,1468.723329
Denver Nuggets,106,New Orleans Pelicans,121,1,117,117.667,0.667,96.6,0.596,0.56,0.471,0.306,19.4,74.567,47.467,59.867,5.033,3.933,11.3,116.567,117.667,424.845,4,1507.016707,119,109,0.667,103.333,0.552,0.524,0.336,0.232,31.3,73.567,51.267,56.833,13.167,15.2,10.5,115.233,105.567,502.738,5,1523.10946
Phoenix Suns,133,San Antonio Spurs,95,0,114,119,0.667,100.567,0.548,0.496,0.341,0.342,24.033,79.633,49.733,59.767,7.933,13.133,9.3,113.2,118.467,849.569,4,1525.628648,127,114.333,1,101.567,0.653,0.611,0.456,0.3,28.4,81.5,57.833,59.433,5.567,8.733,14.367,125.033,112.667,0,6,1363.196578
Boston Celtics,103,Brooklyn Nets,92,0,106,101.667,0.333,97.933,0.511,0.481,0.361,0.268,23.1,76.9,47.733,57.467,9.867,8.3,8.233,108.233,103.8,190.365,5,1570.500629,112,104.667,0.667,98.3,0.613,0.578,0.349,0.25,17.067,74.533,48,54.433,7.467,11.667,13.5,113.9,106.433,0,5,1483.999699
Memphis Grizzlies,122,Detroit Pistons,112,0,103.667,108,0.333,93.5,0.544,0.533,0.572,0.142,19.967,72.3,45.267,65.267,8.233,4.467,9.567,110.767,115.8,623.888,5,1506.221085,110.333,111.667,0.333,98.867,0.55,0.498,0.395,0.383,28.867,74.567,52.733,59.733,6.067,7.867,13.5,111.567,112.967,0,4,1381.808467
Cleveland Cavaliers,81,New York Knicks,92,1,105,111.667,0,97.567,0.58,0.545,0.329,0.236,19.933,72.467,49.833,55.4,6.5,10.767,15.467,107.8,114.533,403.685,5,1503.142002,117,125.333,0,98.8,0.579,0.544,0.336,0.209,28.133,76.433,53.067,53.333,4.6,13.1,12.9,114.267,123,0,3,1449.857584
Chicago Bulls,101,Sacramento Kings,110,1,126,122.667,0.667,95.867,0.608,0.574,0.448,0.239,27.3,78.633,52.867,61.933,5.333,8.233,11.167,122.867,119.067,74.001,5,1435.094563,120.333,113,0.667,97.733,0.603,0.563,0.303,0.329,25.667,76.1,53.067,58.167,9.233,8.567,12.867,119.1,111.8,361.421,2,1505.570364
Los Angeles Lakers,130,Washington Wizards,119,0,109,118,0,95.533,0.615,0.593,0.475,0.299,13.567,74.533,44.6,60.533,5.967,6.067,13.967,114.033,123.4,635.846,2,1467.492148,128.667,134.667,0.333,104.133,0.602,0.572,0.353,0.283,27.2,63.867,44.267,69.3,6.367,7.367,11.067,123.467,129.067,329.683,6,1440.765672
Indiana Pacers,100,Portland Trail Blazers,116,1,117.667,124.333,0.333,100.033,0.572,0.541,0.471,0.262,29.2,78.9,53.133,73.433,6.833,15.3,12.3,117.467,124.467,633.88,4,1470.085804,122.667,112,1,98.467,0.632,0.593,0.365,0.28,21.567,76.167,49.233,62.967,9.733,6.467,14.033,120.067,109.8,633.88,4,1477.450055
Los Angeles Clippers,119,Charlotte Hornets,117,0,103.667,107.667,0.333,103.033,0.541,0.496,0.316,0.282,19.4,78.033,49.533,62.6,8.8,7.333,15.567,100.733,104.467,2116.822,3,1481.966357,118,117,0.333,100.467,0.546,0.506,0.395,0.226,23.533,71.5,46.233,68.967,6.167,5.2,9.533,113.667,112.833,0,5,1395.247105
Milwaukee Bucks,109,Orlando Magic,102,0,119.667,121.333,0.667,94.4,0.612,0.587,0.386,0.241,17.1,76.333,49.033,54.767,5.667,4.767,7.933,122.267,123.5,463.081,5,1534.970174,114,111.667,0.667,93,0.584,0.545,0.439,0.329,26.9,80,53.267,63.667,6.6,2.5,11.033,118.267,115.367,1049.566,6,1352.679933
Oklahoma City Thunder,121,Atlanta Hawks,114,0,106,121,0,101.167,0.522,0.484,0.337,0.258,21.067,77.8,47.667,61,7.267,3.267,10.333,104.8,119.567,907.728,3,1460.950891,119.333,124.667,0.333,94.6,0.61,0.58,0.349,0.262,22.067,77.033,49.9,56.1,4.6,10.233,7.233,125.833,131.833,0,3,1474.928833
Boston Celtics,116,Toronto Raptors,110,0,98,104,0.333,97.333,0.476,0.447,0.307,0.222,22.533,75.433,46.767,58,8.167,7.1,9.633,100.6,106.967,344.052,6,1577.465825,123,127,0.333,102.767,0.589,0.554,0.284,0.208,30.567,84.3,56.1,48.1,6.5,8.067,11.8,119.767,123.567,0,3,1461.632162
Philadelphia 76ers,123,Houston Rockets,132,1,116.333,110,1,97.867,0.58,0.551,0.378,0.215,22.3,73.067,47.4,48.667,7.133,9.6,8.233,118.8,112.4,484.077,3,1466.769893,113.333,108,0.667,100.033,0.559,0.515,0.46,0.265,24.6,75,49.967,68.033,6.133,4.733,11.067,113.7,108.367,1641.296,3,1415.843799
Miami Heat,93,Memphis Grizzlies,101,1,114.667,123.667,0.333,99.633,0.604,0.577,0.361,0.223,23.2,71.167,47.233,53.967,6.633,11.333,14.733,115.133,124.033,1135.147,4,1464.339696,113.667,115,0.667,102.867,0.536,0.498,0.443,0.227,32.567,76.5,53.967,59.7,7.8,8.667,13.267,110.533,111.833,623.888,6,1512.569443
Phoenix Suns,111,Dallas Mavericks,130,1,110.667,110.667,0.667,99.3,0.548,0.511,0.345,0.346,21.833,76.867,48.067,58,9.367,11.067,10.067,111.4,111.6,251.564,5,1514.152527,122,113.333,0.667,107.467,0.589,0.556,0.433,0.284,18.533,79.833,50.733,61.467,8.133,4.767,12.4,113.3,105.533,1372.216,2,1473.965496
Indiana Pacers,112,Golden State Warriors,104,0,114,120.333,0.333,99.033,0.586,0.537,0.437,0.314,19.9,80.167,50.967,76.033,4,14.8,12.567,115.167,121.7,536.638,8,1480.251578,114,131,0,101.1,0.566,0.522,0.416,0.306,25.1,68.633,45.933,62.267,6.733,5.9,13.033,112.933,129.6,0,6,1475.845912
Los Angeles Lakers,102,Cleveland Cavaliers,116,1,113.333,120,0,94.333,0.621,0.606,0.527,0.326,12.167,69,40.833,63.467,7.167,8.033,13.4,115.9,122.733,304.745,4,1458.693237,93.667,105.667,0,95.967,0.507,0.485,0.419,0.197,18.4,76.267,47.2,57.767,6.967,9.067,12.9,97.633,110.4,403.685,4,1509.424679
Detroit Pistons,116,Miami Heat,96,0,113.667,120.333,0.667,100.267,0.561,0.516,0.349,0.293,21.4,77.3,45.833,50.3,7.3,8.867,10.367,113.167,119.8,1155.76,4,1393.733095,113.667,107.333,1,98.233,0.554,0.523,0.426,0.297,28.9,83,55.067,63.133,5.5,8.767,10.233,115.767,109.233,872.546,5,1449.521379
Dallas Mavericks,116,Denver Nuggets,115,0,113.333,114.667,0.333,98.7,0.569,0.528,0.397,0.271,21.133,74.633,48.833,55.733,4,8.333,10.367,114.9,116.5,662.473,2,1484.523251,111.667,110.667,0.333,91.733,0.601,0.571,0.471,0.32,24.5,77.9,46.967,52.933,5.433,4.367,11.4,121.567,120.3,1081.277,3,1493.364022
Los Angeles Clippers,111,Orlando Magic,116,1,117.667,115.667,0.667,105.4,0.61,0.554,0.33,0.37,16.233,72.2,47.567,58.667,7.7,9.367,16,111.533,109.4,463.081,5,1468.68343,120.667,117,0.667,93.8,0.578,0.532,0.42,0.39,30.633,78.6,53.5,56.8,5.833,4.867,7.467,124.333,120,0,5,1363.520874
Charlotte Hornets,116,Brooklyn Nets,122,1,128.667,115,1,101.767,0.604,0.575,0.304,0.294,28.433,72.067,51.667,59.033,7.233,10.967,11.867,122.367,108.933,530.748,5,1387.883095,106.333,105,0.667,98.167,0.568,0.531,0.337,0.28,16.433,75.167,45.967,55.933,7.133,11.667,12.667,108.1,106.933,0,6,1489.045079
Atlanta Hawks,89,New York Knicks,113,1,102,115.333,0,92.3,0.573,0.536,0.307,0.249,20.733,76,49.6,58.733,6.5,9.3,12.767,110.633,124.967,747.935,4,1464.434324,112.667,119,0,97.733,0.559,0.513,0.375,0.236,30.567,74.1,53.033,54.933,5.467,9.733,11.667,115.433,122.033,0,3,1457.733786
Los Angeles Lakers,113,Toronto Raptors,126,1,120.333,118.333,0.333,96.667,0.612,0.605,0.553,0.263,17.333,75.633,44.533,57.733,7,8.967,11.167,120.4,118.433,189.232,4,1448.982702,122.333,129.667,0.333,103.833,0.561,0.525,0.326,0.233,29.533,80.333,52.667,48,5.467,9.2,9.633,117.833,124.967,0,3,1468.753097
Washington Wizards,111,Chicago Bulls,115,1,114.333,125.667,0.333,101.133,0.606,0.578,0.323,0.237,20.967,70.3,46.633,62.6,6.567,9.167,15.6,113.267,124.167,596.84,6,1430.813988,121,119.667,0,98.5,0.549,0.497,0.439,0.324,25.067,80.833,52.9,49.567,6.667,10.533,11.167,111.433,110.3,1787.169,4,1442.444359
Oklahoma City Thunder,102,Memphis Grizzlies,123,1,112.333,117.667,0.333,98.367,0.555,0.513,0.337,0.254,21.567,72.933,46.4,57.167,8.867,4.2,7.867,114.733,119.6,335.948,5,1452.591266,109,123,0.333,100.367,0.537,0.506,0.494,0.204,27.3,71.3,48.133,60.167,7.933,6.833,12.667,108.767,122.7,0,6,1518.46294
Sacramento Kings,113,Milwaukee Bucks,126,1,114.333,123.667,0,98.6,0.578,0.543,0.328,0.269,25.867,69.667,48.533,59.567,7,10.2,14.167,112.433,121.433,1770.931,3,1496.598237,123.667,107.667,1,98.733,0.66,0.62,0.309,0.308,19.433,79.167,52.933,59.733,8.4,7.133,11.933,125.433,109.4,1066.09,2,1541.40891
Indiana Pacers,115,Minnesota Timberwolves,121,1,120.333,119,0.667,99.4,0.607,0.557,0.437,0.321,22.367,81.233,53.033,78.167,5.433,11.967,11.633,121.5,119.8,1579.546,2,1469.773874,118,118.667,0.667,93.633,0.632,0.603,0.39,0.253,22.4,75.667,48.433,59.433,6.067,8.7,11.4,125.667,127.733,0,3,1463.641793
Detroit Pistons,98,New Orleans Pelicans,104,1,120,124.333,0.667,99.933,0.602,0.565,0.338,0.255,25.133,73.433,46.867,55.133,6.667,6.8,11.567,120.033,124.267,669.172,4,1387.399246,120.667,113,0.333,103.067,0.551,0.53,0.326,0.28,30.4,75,51.667,57.667,11.6,12.8,9.367,117.133,109.633,0,5,1527.324507
Golden State Warriors,123,Utah Jazz,124,1,112.333,125,0.333,101.9,0.556,0.52,0.315,0.311,24.7,79.5,48.967,54.6,9.233,3.2,12.533,110.867,122.633,597.555,4,1465.853571,112.333,117.333,0.667,99.6,0.574,0.561,0.377,0.22,21.233,75.833,45.133,63.567,9.367,5.033,14.333,109.267,114.133,0,4,1476.11201
Boston Celtics,125,Phoenix Suns,98,0,98.667,109.333,0,96.367,0.49,0.448,0.308,0.244,23.967,74.567,47.167,62.6,7.267,9.467,10.6,102.333,113.433,1886.946,5,1585.357517,121.333,116,0.667,98.767,0.642,0.583,0.412,0.418,21.733,78.367,52,64.233,4.7,7.967,12.333,122.933,117.433,883.534,3,1503.100505
Los Angeles Clippers,110,Miami Heat,115,1,127,120.333,1,101.6,0.644,0.605,0.334,0.316,20.467,70.067,48.667,61.567,7.3,8.533,12.367,124.9,118.333,204.266,5,1458.354059,114.667,108.667,0.667,100.833,0.547,0.51,0.375,0.356,31.933,81.633,55.767,62.3,7.9,13.2,11.733,114.1,107.833,0,4,1457.235772
Houston Rockets,109,San Antonio Spurs,118,1,121.667,117.667,1,100.067,0.602,0.568,0.501,0.227,24.7,76.333,51.133,63.9,8.7,6.733,12.9,118.267,114.033,186.136,4,1404.584054,130.667,110.333,1,105.233,0.662,0.631,0.443,0.326,22.7,78.633,53.767,64.067,8.733,9.633,14.667,124.2,105.033,0,6,1371.842032
Denver Nuggets,121,Portland Trail Blazers,120,0,118.667,116.667,1,95.367,0.624,0.588,0.44,0.314,22.167,71.9,48.967,61.3,5.5,6.033,12.8,119.833,118.167,979.794,3,1502.551623,129,112.667,1,101.3,0.661,0.624,0.395,0.317,17.433,75.3,49.2,69.667,9.433,7,13.7,123.167,107.433,0,4,1465.076036
New York Knicks,121,Charlotte Hornets,102,0,103.667,107.667,0.667,101.667,0.536,0.485,0.482,0.306,21.633,80.367,50.367,68.867,7.533,9.4,15.2,101.7,106.033,533.28,4,1465.451498,113.333,117.333,0.333,100.033,0.554,0.529,0.333,0.205,22,73.2,47.167,71.567,7.167,8.067,12.467,109.6,113.6,530.748,5,1377.0175
Washington Wizards,111,Indiana Pacers,121,1,110,126,0.333,100.667,0.566,0.53,0.328,0.245,22.267,70.7,47.033,61.1,6.933,9.167,14.433,109.367,125.1,166.425,6,1422.106548,119.667,120,0,103.6,0.569,0.54,0.378,0.211,24.267,78.233,49.333,61.3,8.767,9.9,11.667,115.433,115.567,511.508,4,1475.974738
Toronto Raptors,109,Orlando Magic,113,1,125,130.333,0.333,99.9,0.602,0.557,0.318,0.275,30.333,78.233,51.467,54.5,8.7,3.533,11,125.067,130.4,1049.566,5,1456.082761,119.333,107.667,1,92.433,0.597,0.554,0.417,0.404,29.233,77.333,53.3,47.9,5.4,5.067,7.2,129.033,116.3,0,5,1373.671458
