Away Team,Visitor Pts,Home Team,Home Pts,Home Win,Away Pts For,Away Pts Allowed,Away Cover,Away Pace,Away TS,Away eFG,Away 3PAR,Away ft Rate,away orb,away drb,away trb,away AST,away STL,away BLK,Away TOV,away off rtg,away def rtg,Away Travel,Away Inactive,Away ELO,Home Pts For,Home pts allowed,Home Covers,Home Pace,Home TS,Home EFG,Home 3PAR,home ft rate,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home offRtg,Home def RTG,Home Travel,Home Inactive,Home ELO
Orlando Magic,117,Charlotte Hornets,106,0,129.333,127,1,106.533,0.657,0.633,0.347,0.254,20.067,74.833,50.7,51.867,5.3,10.433,15.167,121.567,119.367,659.526,2,1401.879484,110.333,127.667,0,98,0.545,0.501,0.352,0.268,23.1,70.567,45.8,60.133,7,7.1,8.367,113.367,130.8,0,3,1314.311257
Portland Trail Blazers,111,Atlanta Hawks,129,1,111,112,0.333,94.467,0.602,0.543,0.407,0.366,19.4,71.467,46.433,66.4,7,7,11.767,117.5,118.667,2167.756,6,1357.591532,121,122.667,0,103.467,0.569,0.538,0.37,0.198,21.333,74.767,48.667,58.167,5.367,6.567,11.5,113.267,114.833,0,3,1415.174094
Brooklyn Nets,115,Boston Celtics,105,0,110.667,134,0.333,100.6,0.574,0.523,0.475,0.263,12.267,72.567,40.033,59.467,7.967,8.033,10.6,109.667,133.267,188.221,3,1437.896706,130.667,110,1,96.9,0.694,0.653,0.477,0.242,22.7,75.933,51.267,65.133,7.1,9.967,11.567,135.067,113.933,0,4,1529.345958
Phoenix Suns,125,Chicago Bulls,104,0,114,118,0.333,97.967,0.614,0.578,0.385,0.295,12.3,79.6,47.133,57.2,5.5,12.067,11.467,116.467,120.8,589.405,2,1455.240432,109.333,100,0.667,100.9,0.586,0.546,0.337,0.229,21.367,77.8,51.5,65.8,5.967,13.2,16.367,108.367,99.033,238.866,4,1378.083534
New York Knicks,122,Miami Heat,120,0,119,122.667,0.333,91.933,0.627,0.597,0.401,0.291,32.7,69.733,51.833,57.533,4.333,9,10.633,129.433,133.067,1093.695,3,1496.35923,113,112,0.333,94.333,0.557,0.522,0.397,0.265,30.8,73.133,50.3,61.9,9.933,15.2,8.133,120,118.567,0,5,1430.861937
Utah Jazz,103,Oklahoma City Thunder,130,1,110.333,132.667,0,100.667,0.537,0.503,0.305,0.267,28.967,78.033,50.667,61.233,6.433,4.1,11.7,109.867,132.733,862.276,3,1376.497133,98.333,103.667,0.333,96.7,0.505,0.468,0.347,0.269,26.9,76.133,52.3,47.633,5.1,4.8,13.633,101.9,107.3,0,6,1385.241319
Memphis Grizzlies,97,Denver Nuggets,113,1,138.333,127,0.333,104.8,0.654,0.631,0.4,0.304,33.467,77.867,57.6,58.833,5.1,7.533,12.067,131.9,121.133,880.339,2,1473.10891,123.667,118,0.333,99.5,0.657,0.621,0.302,0.322,20.733,84.9,54.667,64,7,14.267,13.067,124,118.567,880.339,5,1553.585725
New Orleans Pelicans,99,Golden State Warriors,108,1,118.667,122.333,0.333,99.767,0.601,0.581,0.42,0.188,21.1,76.9,50.167,62.6,6.9,11.6,13.467,114.933,118.9,536.638,6,1374.558403,115,108,0.667,98.1,0.607,0.586,0.457,0.191,26.667,78.2,54.433,67.1,4.767,5.667,14.433,117.233,110.067,0,5,1444.642368
Los Angeles Clippers,127,Sacramento Kings,128,1,116.667,120.333,0.333,102.4,0.559,0.512,0.337,0.288,26.2,79.533,53.2,57.1,4.567,7.333,10.6,114.067,117.8,74.001,6,1403.051438,112,108.667,0.667,100.033,0.6,0.563,0.403,0.263,20.3,85.467,53.467,75.067,5.933,11.567,15.733,111.933,108.667,1336.625,2,1479.833728
Minnesota Timberwolves,110,Los Angeles Lakers,102,0,111.667,119.667,0.333,100.967,0.528,0.488,0.424,0.318,27.4,84,55.833,56.867,5.967,5.533,14.467,103.933,111.8,0,5,1422.830464,113,109.667,0.333,93.033,0.595,0.559,0.417,0.322,21.933,80.667,47.333,50.267,5.7,3.967,9.3,121.3,117.633,1180.024,4,1413.388581
Toronto Raptors,116,Washington Wizards,109,0,107.333,117.667,0,100.533,0.544,0.5,0.373,0.316,15.433,80.333,43.733,58.333,9.6,9.433,10.767,106.9,117,0,6,1417.893982,107.667,112.333,0.333,98.433,0.575,0.53,0.393,0.289,22.367,79.4,52.033,55.967,7.1,8.267,14.6,109.467,114.133,0,5,1411.179397
Detroit Pistons,90,Cleveland Cavaliers,114,1,102.667,114.333,0.667,93.367,0.563,0.518,0.44,0.323,20.1,69.367,44.467,58.6,7.233,10.033,13.6,109.667,122.5,91.353,5,1243.023483,123,106.667,0.667,96.433,0.643,0.62,0.402,0.24,22.633,75.433,49.933,48.167,8.867,12.9,11.567,127.733,110.867,549.163,3,1468.490304
Atlanta Hawks,109,Miami Heat,117,1,121,123.333,0.333,99.933,0.625,0.577,0.374,0.362,18.567,73.467,46.967,64.733,3,8.3,10.467,121.233,123.3,606.018,3,1405.820102,109,109.333,0.333,95.967,0.572,0.536,0.396,0.288,27.833,74.967,51.633,67.167,9.767,14.833,11.967,114.067,113.967,0,5,1437.65001
Houston Rockets,122,San Antonio Spurs,110,0,107.333,118,0.333,100,0.504,0.463,0.385,0.184,33.567,79.333,54.5,59,7.367,7.233,11.6,107.367,118.033,186.136,3,1236.525942,116,119.333,0.333,97.1,0.599,0.552,0.477,0.332,21.9,70.267,45.233,51.833,6.8,9.5,11.3,119.467,123.1,0,5,1237.245213
Philadelphia 76ers,133,Milwaukee Bucks,130,0,114.667,115.333,0.333,100.633,0.567,0.517,0.354,0.302,26.667,72.467,50.567,52.033,9.267,6.067,11.433,113.9,114.533,857.281,3,1522.455172,117.333,110.333,0.667,99.9,0.543,0.503,0.421,0.299,31.767,74.633,53.4,53.567,6.967,9.8,9.333,117.433,110.5,0,1,1564.161704
Minnesota Timberwolves,138,Sacramento Kings,134,0,109.333,109,0.667,98.867,0.514,0.477,0.465,0.278,29.9,77.533,54.933,62.467,4.367,7.633,14.167,104.067,103.567,361.421,5,1434.055267,110.333,114.333,0.333,100.2,0.562,0.53,0.441,0.259,22,76.967,48.5,67.933,7.667,9.133,14.367,110.033,114.3,0,3,1465.5992
Phoenix Suns,130,Dallas Mavericks,126,0,112.667,111.667,0.333,95.033,0.634,0.604,0.448,0.242,13.833,78.167,46.867,56.867,8.767,7.833,13.067,118.6,117.4,802.997,1,1463.587132,126.333,121,0.667,97.8,0.649,0.625,0.381,0.32,18.133,74.267,45.533,65.867,7.467,4.733,8.733,129.367,123.8,0,3,1397.266801
Indiana Pacers,125,Chicago Bulls,122,0,112.667,125.667,0,100.733,0.578,0.549,0.42,0.222,23.1,73.4,48.6,63.067,7.633,13.733,14.6,111.9,124.767,1049.608,3,1361.715175,108.333,112.667,0.333,100.367,0.592,0.553,0.311,0.247,20.067,80.9,50.833,61.233,7,10.7,16.4,107.9,112.333,0,4,1364.589053
Golden State Warriors,105,Los Angeles Lakers,113,1,110.667,127.333,0,98.967,0.538,0.5,0.416,0.206,23.267,70.367,46.6,65.933,7.5,9.2,10.733,108.267,124.7,345.491,4,1433.975407,111.667,114.667,0,94.1,0.585,0.553,0.402,0.345,21.867,78.367,47.767,45.867,5.267,4.133,9.267,118.367,121.833,0,4,1421.435331
Charlotte Hornets,86,Brooklyn Nets,102,1,118.667,124.333,0.333,98.467,0.62,0.599,0.404,0.262,22.467,69.933,47.267,64.133,8.7,11.5,12.167,120.667,126.733,530.748,4,1307.835084,106,108,0.333,95.6,0.577,0.541,0.458,0.234,15.933,75.7,46.1,65,7.4,9.933,11.433,111.867,113.233,190.365,4,1442.223719
Portland Trail Blazers,122,Orlando Magic,119,0,109.333,120.333,0.333,94.8,0.583,0.528,0.369,0.343,18.3,73.333,45.633,54.733,7.333,6.6,10.5,115.3,127.067,402.105,6,1368.463099,127.667,126,0.333,99.9,0.598,0.569,0.355,0.239,29.533,70.433,49.067,55.233,7.5,10.367,12.6,120.067,118.233,463.081,4,1387.949898
San Antonio Spurs,110,Houston Rockets,142,1,114,128.333,0,98.8,0.585,0.545,0.452,0.227,19.067,71.567,42.2,60.267,7.667,6.033,10.433,115.5,129.933,186.136,5,1227.432234,115.333,107.667,0.333,97.967,0.609,0.586,0.501,0.234,23.4,73.2,47.5,75.533,8.533,6.267,14.533,117.667,109.867,186.136,2,1243.743731
Utah Jazz,119,Oklahoma City Thunder,129,1,102.667,126.333,0,102.667,0.506,0.468,0.301,0.233,22.033,79.9,47.7,60.8,6.3,3.333,12.6,100.233,124,0,3,1366.949071,101.667,97,0.667,96.767,0.549,0.501,0.391,0.299,26.367,78.533,54.667,56.767,6.533,4.333,15.967,105.433,100,0,3,1392.209763
New York Knicks,131,Boston Celtics,129,0,120,127,0.333,93.767,0.624,0.598,0.419,0.254,26.733,67.6,48.6,56.233,4.8,6.967,11.1,123.9,131.467,1257.49,3,1506.915181,134.667,115.667,1,95.767,0.72,0.686,0.509,0.226,30,76.367,54.733,66.367,6.533,6.033,13.533,140.6,120.967,0,5,1515.694881
Milwaukee Bucks,117,Washington Wizards,111,0,101,102.333,0.667,99.667,0.537,0.518,0.469,0.227,15.267,81.067,50.1,66.533,5.3,9,13.2,101.2,102.4,635.846,3,1569.822266,114.333,108.333,0.667,96.067,0.608,0.561,0.366,0.328,28.767,77.133,54.1,53.467,6.967,9.667,14.033,119.6,112.767,0,6,1402.692639
Memphis Grizzlies,129,Los Angeles Clippers,135,1,139.333,128.667,0.667,106.267,0.651,0.634,0.385,0.311,34.6,77.967,57.967,57.367,6,11.3,13,131.1,121.1,830.829,5,1461.373322,116,123.333,0.333,99.333,0.556,0.516,0.415,0.299,18.067,68.533,42.2,57.9,8.133,7.867,6.233,116.9,124.533,361.421,5,1412.191751
Boston Celtics,114,Cleveland Cavaliers,118,1,116.667,110.333,0.667,98.8,0.627,0.604,0.546,0.17,17.8,79.733,50.067,67.467,4.433,8.033,14.133,118.267,111.667,549.163,5,1504.585232,117.333,110,0.333,94.6,0.618,0.59,0.409,0.241,20.133,76.367,48.133,51.367,8.067,12.233,10.567,124.1,116.3,0,2,1476.982318
Portland Trail Blazers,110,Detroit Pistons,104,0,106.667,119.333,0.333,92.4,0.569,0.525,0.383,0.247,23.167,73.6,46.467,50.4,5.7,7.033,10.8,115.4,129.233,958.251,6,1374.769144,105.667,113,0.333,97.367,0.56,0.534,0.423,0.26,22.433,75.8,47.567,62.2,8.3,7.4,14.067,108.367,116.433,91.353,5,1233.754388
Philadelphia 76ers,147,Indiana Pacers,143,0,108,114,0.333,101.033,0.557,0.505,0.372,0.327,23.433,72.7,49.133,49.5,7.9,8.767,13.933,106.867,112.8,244.261,3,1527.941245,113,118,0.333,104.5,0.515,0.455,0.397,0.313,27.433,74.6,49.4,66.5,8.667,14,12.4,108.267,112.833,166.425,3,1353.445817
Atlanta Hawks,128,Miami Heat,130,1,126.667,126,0.333,100.833,0.611,0.567,0.348,0.348,16,72.967,46.133,60.867,4.767,10.167,9.833,117.733,116.667,0,3,1396.915397,106.333,105.667,0.333,99.4,0.575,0.541,0.393,0.292,19.8,76.733,49.1,63.5,9.4,13.667,13.967,107,106.367,0,4,1444.027826
Toronto Raptors,113,Denver Nuggets,118,1,104.333,112.667,0,95.133,0.537,0.466,0.34,0.413,19.233,79.133,44.867,55.333,9.167,10.1,9,109.733,118.633,1490.997,6,1411.713473,125,117.667,0.333,102.133,0.627,0.595,0.282,0.323,23.7,81.367,55.567,64.567,6.167,12.3,11.6,122.267,115.2,0,4,1557.681103
New Orleans Pelicans,108,Sacramento Kings,123,1,120.333,128.333,0.333,99.833,0.6,0.576,0.41,0.199,21.467,80.633,51.367,66.233,6,9.133,12.4,116.367,124.267,74.001,6,1367.254248,118,105.667,0.667,99.733,0.601,0.571,0.4,0.275,20.867,74.233,49.8,68.367,9.367,8,12.733,118.2,106.033,0,2,1470.59505
Washington Wizards,119,Detroit Pistons,117,0,116.667,106,0.667,103.433,0.601,0.568,0.344,0.247,23.567,76.367,54.567,66.967,7.167,11.067,15.367,112.833,102.833,395.762,5,1407.997953,112.333,119.333,0.333,95.467,0.534,0.49,0.415,0.324,24.533,73.433,46.533,62.733,7.733,8.167,11.333,109.233,117.267,0,5,1225.712954
Milwaukee Bucks,134,Orlando Magic,123,0,116.333,117,0.667,100.8,0.567,0.541,0.416,0.24,17.4,76.433,49.367,61,6.167,9.133,13.367,107.867,108.667,758.157,4,1574.850163,125.667,124.333,0.333,98.933,0.605,0.567,0.357,0.279,28.633,64.9,46.233,59.867,6.833,10.733,11.867,123,121.633,0,5,1380.263704
Philadelphia 76ers,117,Minnesota Timberwolves,94,0,103,112,0.333,98.567,0.542,0.491,0.394,0.303,25.267,72,49.3,45.8,6.767,9.367,14.6,104.6,113.833,511.508,3,1535.032564,121.333,123.333,0.667,99.5,0.608,0.583,0.492,0.207,26.1,77.133,50.7,60.833,7.367,6.1,12.1,121.867,124,1511.148,3,1423.87931
Charlotte Hornets,112,New York Knicks,105,0,119.333,119.667,0.667,101,0.61,0.581,0.395,0.286,22.067,77.4,49.4,61.467,10.167,9.8,12.8,118.133,118.633,4.785,4,1322.644159,119,122.333,0.333,94.633,0.58,0.538,0.402,0.274,27,77.667,52.567,63.533,6.667,3.5,10.633,117.367,120.433,188.221,4,1489.948373
Brooklyn Nets,118,Houston Rockets,96,0,120,125.333,0.667,102.667,0.591,0.54,0.448,0.276,17.267,76.133,44.8,56.967,8.8,10.067,9.733,116.933,121.967,1418.242,3,1446.909626,124,117.667,0.333,100,0.621,0.604,0.464,0.272,28.5,69.133,48.967,64.667,6.733,8.167,13.333,124.133,117.6,0,2,1236.504665
Golden State Warriors,128,Oklahoma City Thunder,137,1,112,121.333,0,98.333,0.559,0.522,0.482,0.211,24.033,73.467,48.533,69.667,7.9,9.133,12.8,110.267,119.467,1180.024,6,1423.01628,105.667,89.667,1,96.4,0.547,0.493,0.388,0.279,32.033,80.3,57.967,55.467,6.9,6.5,14.2,109.867,93.033,0,4,1400.549165
Utah Jazz,116,Dallas Mavericks,120,1,100.667,126,0,100.8,0.52,0.481,0.317,0.28,17.667,81.3,46.733,65.333,6.5,4.4,12.567,100.033,125.6,189.03,3,1358.002422,123,119.333,0.667,99.3,0.618,0.596,0.44,0.255,19.433,75.367,46.1,71.333,7.033,5.2,9.4,124.067,120.1,0,3,1403.68249
Memphis Grizzlies,103,Los Angeles Lakers,112,1,121.667,129,0.333,103.767,0.595,0.57,0.435,0.305,25.133,71.733,48.5,60.867,5.767,14.2,13.5,116.833,124.6,0,6,1450.464882,116,112.667,0,97.067,0.596,0.553,0.416,0.35,18.233,77.4,46.667,45.967,7.567,3.667,8.5,119.433,115.933,0,5,1429.723625
Atlanta Hawks,122,Washington Wizards,120,0,125,129.667,0.333,101.333,0.593,0.55,0.338,0.285,17.8,75.467,46.933,56.1,6.767,9.233,10.5,115.433,119.8,924.808,3,1406.857545,118.333,115,0.667,96.5,0.628,0.581,0.373,0.309,29.733,72.8,52.067,55.167,6.6,9.1,14.233,123.1,118.867,395.762,2,1394.905404
Portland Trail Blazers,93,Boston Celtics,115,1,108.667,115.333,0.333,93.133,0.554,0.523,0.346,0.206,23.333,74.533,47.033,53.833,9.1,3.833,11.333,112.9,120.133,611.899,5,1368.446036,130,115.333,0.667,98.433,0.678,0.651,0.539,0.225,25.1,74.7,52.167,69.1,7.6,3.933,14.7,128.567,113.367,549.163,4,1508.791865
Cleveland Cavaliers,104,Miami Heat,100,0,116.333,126.667,0,93.5,0.584,0.564,0.322,0.248,32.9,70.5,49.6,57.667,6.267,6.867,9.067,125.367,135.933,1089.254,3,1485.698254,111.667,100.667,0.667,100.8,0.609,0.581,0.35,0.292,18.8,78.5,50.4,59.1,10.6,13.033,15.633,110.667,99.8,0,3,1432.121703
Dallas Mavericks,106,New Orleans Pelicans,113,1,125,117,1,102.833,0.642,0.607,0.477,0.361,24.1,79.767,53.567,65.5,6.5,4.3,15.367,121.633,113.833,442.725,5,1392.871524,132,121,0.333,104.3,0.651,0.622,0.392,0.236,21,83.4,52.433,59.4,9.933,10.833,11.333,127.133,116.333,1879.828,5,1375.444655
Chicago Bulls,117,Denver Nuggets,96,0,110.667,116.667,0.333,97.8,0.582,0.561,0.417,0.182,21.033,67.333,44.567,64.7,5.4,13.4,12.833,113.133,119.533,916.679,6,1379.266563,121.667,111.333,0.667,103.867,0.596,0.566,0.282,0.355,27.467,83.567,57.3,68.033,7.4,9.267,13.8,116.8,106.833,0,4,1540.804061
Oklahoma City Thunder,101,Phoenix Suns,132,1,108.333,108.333,0.667,98.667,0.535,0.472,0.38,0.343,22.567,73.467,47.467,59.1,10.167,12,10.2,109.867,109.767,840.167,5,1392.500082,111.667,99.333,0.667,96.567,0.599,0.574,0.329,0.34,18.633,78.4,50.433,61.233,8.267,10.2,11.133,115.233,102.733,883.534,1,1469.211112
Toronto Raptors,100,Los Angeles Clippers,108,1,103,109.333,0.333,92.267,0.537,0.468,0.4,0.374,17.633,82.133,46.1,62.933,8.8,11.4,9.633,108.1,115,830.829,6,1401.934033,116.667,119.333,0.667,103.733,0.547,0.501,0.41,0.342,21.667,70,45.667,58.567,8.667,10.267,9.467,112.7,115.767,0,5,1419.37777
Charlotte Hornets,113,Detroit Pistons,103,0,115.333,118.333,0.667,101.867,0.566,0.528,0.315,0.302,20.6,76.4,46.367,58.8,10.767,11.833,10.3,113.2,116.2,481.083,4,1329.657748,109.333,112.333,0.667,96.167,0.502,0.459,0.327,0.283,28.567,78.133,52.5,63.633,6.3,9.6,10.167,105.333,109.067,0,5,1215.62463
Houston Rockets,125,Indiana Pacers,134,1,104.333,117,0.667,102.333,0.502,0.463,0.394,0.215,27.8,82.267,52.233,55.967,6.533,6.7,12.8,102.067,114.567,866.005,4,1229.863233,113,117.667,0.667,103.067,0.498,0.443,0.376,0.281,31.1,75.3,50.867,61.833,7.2,14.967,9.567,109.833,114,0,2,1357.903928
Utah Jazz,131,Orlando Magic,124,0,111,126,0,102.467,0.522,0.476,0.35,0.272,16.967,74.833,44.033,59.267,7.733,5.167,12.867,101.067,115.133,961.687,4,1368.257974,122.667,126.333,0.333,97.867,0.574,0.52,0.33,0.33,23.9,67.133,45.733,58.167,5.7,9.767,10.1,117.433,121.067,0,3,1366.883142
Golden State Warriors,110,Memphis Grizzlies,131,1,117.333,124.667,0,101.533,0.591,0.558,0.483,0.21,24.2,72.833,47.233,66.833,6.933,8.4,13.933,115.433,122.733,421.453,6,1413.989956,112.333,102.667,0.667,93.767,0.562,0.543,0.442,0.199,28.633,78.667,55.4,63.967,7.3,8.5,10.033,116.2,105.9,1601.47,5,1456.952754
Brooklyn Nets,113,Milwaukee Bucks,118,1,117,114.333,0.667,101.267,0.589,0.544,0.463,0.285,16.533,75.1,44.233,60.633,8.967,10.833,10.733,115.633,112.467,1006.441,5,1440.54064,116.333,104.667,0.667,99.6,0.568,0.529,0.421,0.303,31.633,80.967,55.8,53.9,9.933,8.667,12.267,116.767,105.267,1066.09,4,1579.092772
New York Knicks,117,Sacramento Kings,122,1,117,121.333,0.333,92.367,0.594,0.564,0.405,0.258,29.567,72.067,51.833,51.933,4.5,8.3,10.333,122.633,127.5,2500.256,3,1479.613653,114,101,0.667,99.167,0.57,0.539,0.361,0.214,22.933,78.667,52.967,60.5,9.4,3.767,11.5,114.933,102.033,0,2,1478.314661
Portland Trail Blazers,119,Philadelphia 76ers,120,1,109,108.333,0.333,92.933,0.556,0.528,0.384,0.167,24.033,76.4,48.533,62.333,7.367,3.933,11.633,113.533,113,273.364,4,1362.985677,111.667,106,0.667,96.067,0.626,0.595,0.332,0.283,22.833,78.533,55.9,56.367,3.367,10.6,15.8,115.967,109.667,985.017,3,1538.57901
Atlanta Hawks,114,Washington Wizards,107,0,125,130,0.333,103.267,0.586,0.546,0.334,0.252,16.5,75.333,45.967,52.6,7.933,10.333,11.2,113.4,117.833,0,3,1416.15545,113,110.333,0.667,95.733,0.615,0.575,0.337,0.272,28.167,76.767,54.433,58.2,5.967,5.767,15.067,118.433,114.867,0,2,1382.424076
Cleveland Cavaliers,115,Miami Heat,119,1,115.333,116.667,0.333,89.833,0.619,0.579,0.36,0.293,30.133,72.733,52.167,60.033,4.167,6.933,10.133,129,129.933,0,4,1474.412938,116.333,102.333,0.667,101.667,0.58,0.553,0.36,0.271,20.967,74.933,47.667,55.767,11.467,13.9,10.567,114.333,100.5,0,4,1440.793424
Brooklyn Nets,124,Minnesota Timberwolves,123,0,115.333,106.333,1,100.767,0.559,0.514,0.434,0.265,21.667,69.333,45.3,56.267,10.3,10.2,10.6,114.567,105.367,298.001,2,1449.707456,123.667,126.333,0.667,99.167,0.645,0.62,0.51,0.232,21.033,74.967,48.733,59.467,6.367,5.767,12.233,124.633,127.4,0,5,1411.525599
Denver Nuggets,120,San Antonio Spurs,128,1,112.333,120.333,0.333,94.833,0.589,0.56,0.329,0.227,21.367,77.267,46.733,64.633,6.2,3.067,10,118.267,127.367,804.593,3,1523.854752,109.667,123.333,0,97.1,0.564,0.517,0.468,0.311,22.667,69.733,44.6,53.5,8.467,9.3,12.633,113.1,127.1,186.136,4,1242.902536
Toronto Raptors,112,Los Angeles Lakers,122,1,104.333,107,0.667,89.6,0.536,0.473,0.383,0.323,24.533,75.9,48.3,55.133,8,10.367,8.667,113.067,115.9,0,6,1392.917184,114.333,111.667,0,94.8,0.595,0.555,0.459,0.368,19.933,73.167,45.9,45.2,7.367,3.033,8.6,120.633,117.867,0,4,1436.202896
New York Knicks,95,Los Angeles Clippers,106,1,112.333,112.333,0.667,90.633,0.578,0.548,0.415,0.23,27,76.067,51.867,45.867,5.333,7.167,8.833,119.767,119.9,361.421,3,1468.145634,119.333,123.333,0.333,103.967,0.589,0.562,0.384,0.297,20.433,77.533,48.967,55.867,8.933,8.733,12.7,114.933,119.233,0,5,1428.238238
Utah Jazz,119,Charlotte Hornets,111,0,111.667,125,0,101.6,0.518,0.475,0.385,0.27,22.533,71.267,46.3,59.267,8.433,5.833,12.933,102.533,115.2,463.081,3,1376.818865,111.667,116,0.333,96.8,0.563,0.515,0.344,0.306,22.133,74.3,49.8,58.7,6.167,5.467,9.1,115.767,121,505.925,3,1317.908691
Indiana Pacers,121,Detroit Pistons,115,0,112,130.667,0,100.667,0.572,0.531,0.403,0.291,30,70.867,50.433,62.867,7.3,10.967,16.5,111.333,129.867,240.4,6,1363.810598,114.667,114.333,1,98.267,0.543,0.496,0.35,0.322,28.867,78.133,54.1,63.467,5.767,6.4,12.3,108.467,108.567,0,5,1206.835554
Miami Heat,114,Orlando Magic,126,1,106.667,122,0.333,102.9,0.519,0.485,0.358,0.242,25.033,69.933,44.333,63.267,12.3,5.3,13.467,103.7,118.467,204.266,4,1428.953558,122.667,120.333,0.667,96.367,0.572,0.528,0.335,0.283,26.633,69.833,49.067,50.6,5.433,9.567,9.267,119.267,116.9,0,2,1376.133628
Boston Celtics,134,Atlanta Hawks,125,0,109,107.333,0.667,97.3,0.591,0.557,0.528,0.214,18.733,80.733,49.9,64.467,6.967,9.333,14.5,112.167,110.1,936.152,4,1515.915191,119,119,0,101.467,0.579,0.542,0.382,0.201,16.7,78.133,47.867,58.8,5.167,8.133,11.233,113.433,113.467,542.56,4,1405.943541
Chicago Bulls,119,Houston Rockets,111,0,115.667,120,0.333,99.667,0.576,0.55,0.39,0.209,18.3,73.767,45.1,61.133,5.133,10.367,11.667,112.3,116.7,880.339,4,1385.008734,122,117.333,0.333,100.233,0.586,0.553,0.431,0.302,31.367,65.567,48.633,54.767,5.367,9.9,12.067,121.8,117,866.005,2,1221.275669
Dallas Mavericks,108,Memphis Grizzlies,112,1,122.667,116.667,1,104.4,0.641,0.597,0.487,0.391,17.7,78.433,50.867,64.6,6.067,5.4,15.6,117.533,111.767,358.559,3,1384.850639,118,109.333,0.667,96.333,0.55,0.525,0.442,0.221,31.867,78.067,54.833,58.567,6.7,6.967,9.267,118.6,109.7,0,5,1462.552488
Milwaukee Bucks,116,Golden State Warriors,125,1,109,120,0.333,98.967,0.513,0.476,0.413,0.209,23.4,74.267,48.367,60.367,6.3,10.933,13,102.467,113.6,1836.456,3,1564.94729,118,103,0.667,98.733,0.63,0.608,0.461,0.197,17.633,71.667,48.2,70.2,6.4,5.867,12.767,119.4,104.3,1797.417,5,1425.842138
Oklahoma City Thunder,110,New Orleans Pelicans,96,0,100.667,110,0.333,96.867,0.511,0.442,0.363,0.351,20.267,70.2,45.033,59,8.233,13.267,9.9,103.933,113.667,1312.528,4,1401.655941,117.667,114.333,0.333,104.433,0.571,0.538,0.356,0.244,23.933,83.9,53.3,57.7,9.567,11.433,12.233,112.833,109.633,0,6,1363.101662
Sacramento Kings,128,Phoenix Suns,119,0,106.333,115,0,93.167,0.595,0.554,0.36,0.277,18.5,73.3,45.1,60.867,8.233,8.767,12.433,114.133,123.433,634.703,2,1487.691995,107,102,0.333,94.8,0.577,0.55,0.366,0.341,20.033,77.833,49.3,62.433,8.033,11.667,11.433,112.5,107.6,0,2,1456.653001
Brooklyn Nets,122,Denver Nuggets,120,0,118.333,112.333,1,99.233,0.575,0.532,0.405,0.295,21.833,67.967,45.633,51.3,9.533,9.033,11.133,115.433,109.2,698.461,2,1461.403914,114.667,104.333,0.667,100.133,0.573,0.555,0.304,0.321,22.767,77.5,51.2,70.9,8.033,6.033,11.9,114.633,104.2,804.593,4,1509.223864
Cleveland Cavaliers,114,Charlotte Hornets,108,0,125.333,113,0.667,90.6,0.694,0.658,0.387,0.276,27.433,73.567,54.267,55.633,5.167,8.767,10.233,138.467,125.1,653.686,2,1479.993872,117,114.333,0.667,98.6,0.599,0.556,0.402,0.322,24.1,76.4,52,60.167,7.1,5.633,11.367,119.133,117,0,3,1309.520826
Washington Wizards,93,Philadelphia 76ers,112,1,113.667,115,0.333,101.233,0.564,0.523,0.29,0.288,28.2,73.067,52.133,59.2,7.9,7.6,13.433,112.267,113.767,120.618,3,1376.726317,104.333,98.667,0.667,92.933,0.583,0.551,0.366,0.244,29.233,78.533,58.7,57.667,2.167,11.567,16.367,112.267,106.233,0,2,1542.304062
Portland Trail Blazers,110,New Orleans Pelicans,127,1,103.667,102.667,0.333,92.567,0.547,0.511,0.333,0.218,21.2,72.833,47.633,66.3,9.267,6.1,12.633,108.033,107.167,1086.585,4,1353.196091,119.667,114.667,0.333,100.767,0.584,0.552,0.411,0.242,24.933,81.2,52.967,60.867,7.9,10.533,10.967,118.733,113.667,0,5,1370.297286
Oklahoma City Thunder,102,San Antonio Spurs,90,0,108.333,115.333,0.333,99,0.533,0.473,0.345,0.297,26.633,68.4,47.367,51.1,7.333,10.5,11.3,109.133,116.633,502.738,5,1407.186381,107,122,0,96.9,0.552,0.509,0.43,0.289,21.867,66.133,42.9,58.467,9.2,9.667,12.4,110.433,125.933,0,5,1234.577658
New York Knicks,112,Los Angeles Lakers,108,0,108.333,113,0.333,90.567,0.594,0.572,0.415,0.216,23.7,79.767,51.4,50.833,4.1,7.7,10.5,119.6,124.633,0,3,1476.889426,124.667,115.333,0.333,97.2,0.64,0.601,0.486,0.375,15.067,72.9,44.033,50.233,8.533,4.933,7.3,128.1,118.833,0,4,1424.268726
Indiana Pacers,97,Detroit Pistons,117,1,108,124,0,102.5,0.519,0.47,0.372,0.322,33.367,68.833,50.167,60.767,8.467,9.5,15.6,105.5,121.267,0,6,1349.855202,103.333,107.333,0.667,96.467,0.547,0.516,0.359,0.247,27.9,82.1,55.067,67.467,7.3,8.267,13.633,107.067,111.233,0,5,1218.460885
